person_id,person_name,surname,unique_attribute,sex,tribe,person_notes,name_instance,person_sequence,description
Mica_2,Mica,,son of Zichri (1CH 9:15),male,Levi,"In this dataset, Mica is described as son of Zichri (1CH 9:15). Recorded as male; listed with tribe: Levi.",2,1622,"In this dataset, Mica is described as son of Zichri (1CH 9:15). Recorded as male; listed with tribe: Levi."
Zichri_5,Zichri,,son of Asaph (1CH 9:15),male,Levi,"In this dataset, Zichri is described as son of Asaph (1CH 9:15). Recorded as male; listed with tribe: Levi.",5,1623,"In this dataset, Zichri is described as son of Asaph (1CH 9:15). Recorded as male; listed with tribe: Levi."
Asaph_3,Asaph,,"father of Zichri (1CH 9:15), singer (EZR 2:41, NEH 7:44)",male,Levi,"In this dataset, Asaph is described as father of Zichri (1CH 9:15), singer (EZR 2:41, NEH 7:44). Recorded as male; listed with tribe: Levi.",3,1624,"In this dataset, Asaph is described as father of Zichri (1CH 9:15), singer (EZR 2:41, NEH 7:44). Recorded as male; listed with tribe: Levi."
Obadiah_5,Obadiah,,son of Shemaiah (1CH 9:16),male,Levi,"In this dataset, Obadiah is described as son of Shemaiah (1CH 9:16). Recorded as male; listed with tribe: Levi.",5,1625,"In this dataset, Obadiah is described as son of Shemaiah (1CH 9:16). Recorded as male; listed with tribe: Levi."
Shemaiah_6,Shemaiah,,son of Galal (1CH 9:16),male,Levi,"In this dataset, Shemaiah is described as son of Galal (1CH 9:16). Recorded as male; listed with tribe: Levi.",6,1626,"In this dataset, Shemaiah is described as son of Galal (1CH 9:16). Recorded as male; listed with tribe: Levi."
Jeduthun_1,Jeduthun,,father of Galal (1CH 9:16),male,Levi,"In this dataset, Jeduthun is described as father of Galal (1CH 9:16). Recorded as male; listed with tribe: Levi.",1,1627,"In this dataset, Jeduthun is described as father of Galal (1CH 9:16). Recorded as male; listed with tribe: Levi."
Berechiah_3,Berechiah,,son of Asa (1CH 9:16),male,Levi,"In this dataset, Berechiah is described as son of Asa (1CH 9:16). Recorded as male; listed with tribe: Levi.",3,1628,"In this dataset, Berechiah is described as son of Asa (1CH 9:16). Recorded as male; listed with tribe: Levi."
Asa_2,Asa,,son of Elkanah (1CH 9:16),male,Levi,"In this dataset, Asa is described as son of Elkanah (1CH 9:16). Recorded as male; listed with tribe: Levi.",2,1629,"In this dataset, Asa is described as son of Elkanah (1CH 9:16). Recorded as male; listed with tribe: Levi."
Elkanah_6,Elkanah,,lived in the villages of the Netophathites (1CH 9:16),male,Levi,"In this dataset, Elkanah is described as lived in the villages of the Netophathites (1CH 9:16). Recorded as male; listed with tribe: Levi.",6,1630,"In this dataset, Elkanah is described as lived in the villages of the Netophathites (1CH 9:16). Recorded as male; listed with tribe: Levi."
Shallum_7,Shallum,,"one of the gatekeepers (1CH 9:17), to the east (1CH 26:14), gatekeeper (EZR 2:42, NEH 7:45, NEH 12:25)",male,Levi,"In this dataset, Shallum is described as one of the gatekeepers (1CH 9:17), to the east (1CH 26:14), gatekeeper (EZR 2:42, NEH 7:45, NEH 12:25). Recorded as male; listed with tribe: Levi.",7,1631,"In this dataset, Shallum is described as one of the gatekeepers (1CH 9:17), to the east (1CH 26:14), gatekeeper (EZR 2:42, NEH 7:45, NEH 12:25). Recorded as male; listed with tribe: Levi."
Akkub_2,Akkub,,"one of the gatekeepers (1CH 9:17, EZR 2:42, NEH 7:45, NEH 12:25)",male,Levi,"In this dataset, Akkub is described as one of the gatekeepers (1CH 9:17, EZR 2:42, NEH 7:45, NEH 12:25). Recorded as male; listed with tribe: Levi.",2,1632,"In this dataset, Akkub is described as one of the gatekeepers (1CH 9:17, EZR 2:42, NEH 7:45, NEH 12:25). Recorded as male; listed with tribe: Levi."
Talmon_1,Talmon,,"one of the gatekeepers (1CH 9:17, EZR 2:42, NEH 7:45, NEH 12:25)",male,Levi,"In this dataset, Talmon is described as one of the gatekeepers (1CH 9:17, EZR 2:42, NEH 7:45, NEH 12:25). Recorded as male; listed with tribe: Levi.",1,1633,"In this dataset, Talmon is described as one of the gatekeepers (1CH 9:17, EZR 2:42, NEH 7:45, NEH 12:25). Recorded as male; listed with tribe: Levi."
Ahiman_2,Ahiman,,one of the gatekeepers (1CH 9:17),male,Levi,"In this dataset, Ahiman is described as one of the gatekeepers (1CH 9:17). Recorded as male; listed with tribe: Levi.",2,1634,"In this dataset, Ahiman is described as one of the gatekeepers (1CH 9:17). Recorded as male; listed with tribe: Levi."
Kore_1,Kore,,"father of Shallum, descendant of Korah (1CH 9:19)",male,Levi,"In this dataset, Kore is described as father of Shallum, descendant of Korah (1CH 9:19). Recorded as male; listed with tribe: Levi.",1,1635,"In this dataset, Kore is described as father of Shallum, descendant of Korah (1CH 9:19). Recorded as male; listed with tribe: Levi."
Zechariah_4,Zechariah,,"son of Meshelemiah [Shallum] (1CH 9:21), gatekeeper (1CH 26:14)",male,Levi,"In this dataset, Zechariah is described as son of Meshelemiah [Shallum] (1CH 9:21), gatekeeper (1CH 26:14). Recorded as male; listed with tribe: Levi.",4,1636,"In this dataset, Zechariah is described as son of Meshelemiah [Shallum] (1CH 9:21), gatekeeper (1CH 26:14). Recorded as male; listed with tribe: Levi."
Mattithiah_1,Mattithiah,,firstborn of Shallum (1CH 9:31),male,Levi,"In this dataset, Mattithiah is described as firstborn of Shallum (1CH 9:31). Recorded as male; listed with tribe: Levi.",1,1637,"In this dataset, Mattithiah is described as firstborn of Shallum (1CH 9:31). Recorded as male; listed with tribe: Levi."
Jeiel_2,Jeiel,,the father of [the city of ] Gibeon (1CH 9:35),male,Benjamin,"In this dataset, Jeiel is described as the father of [the city of ] Gibeon (1CH 9:35). Recorded as male; listed with tribe: Benjamin.",2,1638,"In this dataset, Jeiel is described as the father of [the city of ] Gibeon (1CH 9:35). Recorded as male; listed with tribe: Benjamin."
Ahijah_6,Ahijah,,the Pelonite (1CH 11:36),male,,"In this dataset, Ahijah is described as the Pelonite (1CH 11:36). Recorded as male.",6,1639,"In this dataset, Ahijah is described as the Pelonite (1CH 11:36). Recorded as male."
Ezbai_1,Ezbai,,father of Naarai (1CH 11:37) [Paarai in 2SA 23:35],male,,"In this dataset, Ezbai is described as father of Naarai (1CH 11:37) [Paarai in 2SA 23:35]. Recorded as male.",1,1640,"In this dataset, Ezbai is described as father of Naarai (1CH 11:37) [Paarai in 2SA 23:35]. Recorded as male."
Hagri_1,Hagri,,father of Mibhar (Bani_1) (1CH 11:38),male,,"In this dataset, Hagri is described as father of Mibhar (Bani_1) (1CH 11:38). Recorded as male.",1,1641,"In this dataset, Hagri is described as father of Mibhar (Bani_1) (1CH 11:38). Recorded as male."
Zabad_3,Zabad,,son of Ahlai (1CH 11:41),male,,"In this dataset, Zabad is described as son of Ahlai (1CH 11:41). Recorded as male.",3,1642,"In this dataset, Zabad is described as son of Ahlai (1CH 11:41). Recorded as male."
Ahlai_2,Ahlai,,father of Zabad (1CH 11:41),male,,"In this dataset, Ahlai is described as father of Zabad (1CH 11:41). Recorded as male.",2,1643,"In this dataset, Ahlai is described as father of Zabad (1CH 11:41). Recorded as male."
Adina_1,Adina,,son of Shiza (1CH 11:42),male,Reuben,"In this dataset, Adina is described as son of Shiza (1CH 11:42). Recorded as male; listed with tribe: Reuben.",1,1644,"In this dataset, Adina is described as son of Shiza (1CH 11:42). Recorded as male; listed with tribe: Reuben."
Shiza_1,Shiza,,the Reubenite (1CH 11:42),male,Reuben,"In this dataset, Shiza is described as the Reubenite (1CH 11:42). Recorded as male; listed with tribe: Reuben.",1,1645,"In this dataset, Shiza is described as the Reubenite (1CH 11:42). Recorded as male; listed with tribe: Reuben."
Hanan_3,Hanan,,son of Maacah and Joshaphat the Mithnite (1CH 11:43),male,,"In this dataset, Hanan is described as son of Maacah and Joshaphat the Mithnite (1CH 11:43). Recorded as male.",3,1646,"In this dataset, Hanan is described as son of Maacah and Joshaphat the Mithnite (1CH 11:43). Recorded as male."
Maacah_7,Maacah,,mother of Hanan (1CH 11:43),female,,"In this dataset, Maacah is described as mother of Hanan (1CH 11:43). Recorded as female.",7,1647,"In this dataset, Maacah is described as mother of Hanan (1CH 11:43). Recorded as female."
Joshaphat_1,Joshaphat,,the Mithnite (1CH 11:43),male,,"In this dataset, Joshaphat is described as the Mithnite (1CH 11:43). Recorded as male.",1,1648,"In this dataset, Joshaphat is described as the Mithnite (1CH 11:43). Recorded as male."
Uzzia_1,Uzzia,,the Ashterathite (1CH 11:44),male,,"In this dataset, Uzzia is described as the Ashterathite (1CH 11:44). Recorded as male.",1,1649,"In this dataset, Uzzia is described as the Ashterathite (1CH 11:44). Recorded as male."
Shama_1,Shama,,son of Hotham the Aroerite (1CH 11:44),male,,"In this dataset, Shama is described as son of Hotham the Aroerite (1CH 11:44). Recorded as male.",1,1650,"In this dataset, Shama is described as son of Hotham the Aroerite (1CH 11:44). Recorded as male."
Jeiel_3,Jeiel,,son of Hotham the Aroerite (1CH 11:44),male,,"In this dataset, Jeiel is described as son of Hotham the Aroerite (1CH 11:44). Recorded as male.",3,1651,"In this dataset, Jeiel is described as son of Hotham the Aroerite (1CH 11:44). Recorded as male."
Hotham_2,Hotham,,the Aroerite (1CH 11:44),male,,"In this dataset, Hotham is described as the Aroerite (1CH 11:44). Recorded as male.",2,1652,"In this dataset, Hotham is described as the Aroerite (1CH 11:44). Recorded as male."
Jediael_1,Jediael,,son of Shimri (1CH 11:45),male,,"In this dataset, Jediael is described as son of Shimri (1CH 11:45). Recorded as male.",1,1653,"In this dataset, Jediael is described as son of Shimri (1CH 11:45). Recorded as male."
Shimri_2,Shimri,,father of Jediael (1CH 11:45),male,,"In this dataset, Shimri is described as father of Jediael (1CH 11:45). Recorded as male.",2,1654,"In this dataset, Shimri is described as father of Jediael (1CH 11:45). Recorded as male."
Joha_2,Joha,,"the Tizite, brother of Jediael (1CH 11:45)",male,,"In this dataset, Joha is described as the Tizite, brother of Jediael (1CH 11:45). Recorded as male.",2,1655,"In this dataset, Joha is described as the Tizite, brother of Jediael (1CH 11:45). Recorded as male."
Eliel_4,Eliel,,the Mahavite (1CH 11:46),male,,"In this dataset, Eliel is described as the Mahavite (1CH 11:46). Recorded as male.",4,1656,"In this dataset, Eliel is described as the Mahavite (1CH 11:46). Recorded as male."
Jeribai_1,Jeribai,,son of Elnaam (1CH 11:46),male,,"In this dataset, Jeribai is described as son of Elnaam (1CH 11:46). Recorded as male.",1,1657,"In this dataset, Jeribai is described as son of Elnaam (1CH 11:46). Recorded as male."
Joshaviah_1,Joshaviah,,son of Elnaam (1CH 11:46),male,,"In this dataset, Joshaviah is described as son of Elnaam (1CH 11:46). Recorded as male.",1,1658,"In this dataset, Joshaviah is described as son of Elnaam (1CH 11:46). Recorded as male."
Elnaam_1,Elnaam,,father of Jeribai and Joshaviah (1CH 11:46),male,,"In this dataset, Elnaam is described as father of Jeribai and Joshaviah (1CH 11:46). Recorded as male.",1,1659,"In this dataset, Elnaam is described as father of Jeribai and Joshaviah (1CH 11:46). Recorded as male."
Ithmah_1,Ithmah,,the Moabite (1CH 11:46),male,,"In this dataset, Ithmah is described as the Moabite (1CH 11:46). Recorded as male.",1,1660,"In this dataset, Ithmah is described as the Moabite (1CH 11:46). Recorded as male."
Eliel_5,Eliel,,counted among the mighty men of David's armies (1CH 11:47),male,,"In this dataset, Eliel is described as counted among the mighty men of David's armies (1CH 11:47). Recorded as male.",5,1661,"In this dataset, Eliel is described as counted among the mighty men of David's armies (1CH 11:47). Recorded as male."
Obed_3,Obed,,counted among the mighty men of David's armies (1CH 11:47),male,,"In this dataset, Obed is described as counted among the mighty men of David's armies (1CH 11:47). Recorded as male.",3,1662,"In this dataset, Obed is described as counted among the mighty men of David's armies (1CH 11:47). Recorded as male."
Jaasiel_1,Jaasiel,,the Mezobaite (1CH 11:47),male,,"In this dataset, Jaasiel is described as the Mezobaite (1CH 11:47). Recorded as male.",1,1663,"In this dataset, Jaasiel is described as the Mezobaite (1CH 11:47). Recorded as male."
Ahiezer_2,Ahiezer,,chief of the Benjamites who came to David at Ziklag (1CH 12:3),male,Benjamin,"In this dataset, Ahiezer is described as chief of the Benjamites who came to David at Ziklag (1CH 12:3). Recorded as male; listed with tribe: Benjamin.",2,1664,"In this dataset, Ahiezer is described as chief of the Benjamites who came to David at Ziklag (1CH 12:3). Recorded as male; listed with tribe: Benjamin."
Joash_7,Joash,,son of Shemaah (1CH 12:3),male,Benjamin,"In this dataset, Joash is described as son of Shemaah (1CH 12:3). Recorded as male; listed with tribe: Benjamin.",7,1665,"In this dataset, Joash is described as son of Shemaah (1CH 12:3). Recorded as male; listed with tribe: Benjamin."
Shemaah_1,Shemaah,,the Gibeathite (1CH 12:3),male,Benjamin,"In this dataset, Shemaah is described as the Gibeathite (1CH 12:3). Recorded as male; listed with tribe: Benjamin.",1,1666,"In this dataset, Shemaah is described as the Gibeathite (1CH 12:3). Recorded as male; listed with tribe: Benjamin."
Jeziel_1,Jeziel,,son of Azmaveth (1CH 12:3),male,Benjamin,"In this dataset, Jeziel is described as son of Azmaveth (1CH 12:3). Recorded as male; listed with tribe: Benjamin.",1,1667,"In this dataset, Jeziel is described as son of Azmaveth (1CH 12:3). Recorded as male; listed with tribe: Benjamin."
Pelet_2,Pelet,,son of Azmaveth (1CH 12:3),male,Benjamin,"In this dataset, Pelet is described as son of Azmaveth (1CH 12:3). Recorded as male; listed with tribe: Benjamin.",2,1668,"In this dataset, Pelet is described as son of Azmaveth (1CH 12:3). Recorded as male; listed with tribe: Benjamin."
Beracah_1,Beracah,,the Anathothite (1CH 12:3),male,Benjamin,"In this dataset, Beracah is described as the Anathothite (1CH 12:3). Recorded as male; listed with tribe: Benjamin.",1,1669,"In this dataset, Beracah is described as the Anathothite (1CH 12:3). Recorded as male; listed with tribe: Benjamin."
Jehu_5,Jehu,,the Anathothite (1CH 12:3),male,Benjamin,"In this dataset, Jehu is described as the Anathothite (1CH 12:3). Recorded as male; listed with tribe: Benjamin.",5,1670,"In this dataset, Jehu is described as the Anathothite (1CH 12:3). Recorded as male; listed with tribe: Benjamin."
Jeremiah_3,Jeremiah,,Benjamite who came to David's aid at Ziklag (1CH 12:4),male,Benjamin,"In this dataset, Jeremiah is described as Benjamite who came to David's aid at Ziklag (1CH 12:4). Recorded as male; listed with tribe: Benjamin.",3,1671,"In this dataset, Jeremiah is described as Benjamite who came to David's aid at Ziklag (1CH 12:4). Recorded as male; listed with tribe: Benjamin."
Jahaziel_1,Jahaziel,,Benjamite who came to David's aid at Ziklag (1CH 12:4),male,Benjamin,"In this dataset, Jahaziel is described as Benjamite who came to David's aid at Ziklag (1CH 12:4). Recorded as male; listed with tribe: Benjamin.",1,1672,"In this dataset, Jahaziel is described as Benjamite who came to David's aid at Ziklag (1CH 12:4). Recorded as male; listed with tribe: Benjamin."
Johanan_4,Johanan,,Benjamite who came to David's aid at Ziklag (1CH 12:4),male,Benjamin,"In this dataset, Johanan is described as Benjamite who came to David's aid at Ziklag (1CH 12:4). Recorded as male; listed with tribe: Benjamin.",4,1673,"In this dataset, Johanan is described as Benjamite who came to David's aid at Ziklag (1CH 12:4). Recorded as male; listed with tribe: Benjamin."
Jozabad_1,Jozabad,,the Gederathite (1CH 12:4),male,Benjamin,"In this dataset, Jozabad is described as the Gederathite (1CH 12:4). Recorded as male; listed with tribe: Benjamin.",1,1674,"In this dataset, Jozabad is described as the Gederathite (1CH 12:4). Recorded as male; listed with tribe: Benjamin."
Eluzai_1,Eluzai,,came to David's aid at Ziklag (1CH 12:5),male,,"In this dataset, Eluzai is described as came to David's aid at Ziklag (1CH 12:5). Recorded as male.",1,1675,"In this dataset, Eluzai is described as came to David's aid at Ziklag (1CH 12:5). Recorded as male."
Jerimoth_2,Jerimoth,,came to David's aid at Ziklag (1CH 12:5),male,,"In this dataset, Jerimoth is described as came to David's aid at Ziklag (1CH 12:5). Recorded as male.",2,1676,"In this dataset, Jerimoth is described as came to David's aid at Ziklag (1CH 12:5). Recorded as male."
Bealiah_1,Bealiah,,came to David's aid at Ziklag (1CH 12:5),male,,"In this dataset, Bealiah is described as came to David's aid at Ziklag (1CH 12:5). Recorded as male.",1,1677,"In this dataset, Bealiah is described as came to David's aid at Ziklag (1CH 12:5). Recorded as male."
Shemariah_1,Shemariah,,came to David's aid at Ziklag (1CH 12:5),male,,"In this dataset, Shemariah is described as came to David's aid at Ziklag (1CH 12:5). Recorded as male.",1,1678,"In this dataset, Shemariah is described as came to David's aid at Ziklag (1CH 12:5). Recorded as male."
